State,Dataset,Jan-95,Feb-95,Mar-95,Apr-95,May-95,Jun-95,Jul-95,Aug-95,Sep-95,Oct-95,Nov-95,Dec-95,Jan-96,Feb-96,Mar-96,Apr-96,May-96,Jun-96,Jul-96,Aug-96,Sep-96,Oct-96,Nov-96,Dec-96,Jan-97,Feb-97,Mar-97,Apr-97,May-97,Jun-97,Jul-97,Aug-97,Sep-97,Oct-97,Nov-97,Dec-97,Jan-98,Feb-98,Mar-98,Apr-98,May-98,Jun-98,Jul-98,Aug-98,Sep-98,Oct-98,Nov-98,Dec-98,Jan-99,Feb-99,Mar-99,Apr-99,May-99,Jun-99,Jul-99,Aug-99,Sep-99,Oct-99,Nov-99,Dec-99,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15
Arkansas,Employment,1177189,1177844,1177450,1176362,1175258,1174899,1175724,1177665,1180127,1182405,1183936,1184531,1184365,1183702,1183066,1182812,1183016,1183589,1184252,1184577,1184205,1183076,1181528,1180209,1179457,1179311,1179603,1179927,1179882,1179231,1178096,1176808,1175686,1174781,1173959,1173220,1172686,1172605,1172945,1173650,1174643,1175755,1176884,1178139,1179749,1181800,1184210,1186677,1188889,1190737,1192284,1193640,1194830,1195978,1197272,1198882,1200812,1203024,1205383,1207510,1209194,1210179,1210363,1209818,1208700,1207110,1205106,1202883,1200686,1198733,1197104,1195799,1194636,1193522,1192559,1191790,1191296,1191025,1190882,1190521,1189766,1188842,1188136,1188226,1189503,1191915,1194968,1198282,1201455,1204166,1206136,1207310,1207703,1207183,1205785,1203605,1200852,1197861,1195016,1192566,1190827,1190242,1190996,1192969,1195855,1199250,1202730,1205942,1208671,1211022,1213400,1216115,1219290,1222849,1226745,1230805,1234900,1238975,1243123,1247516,1252268,1257362,1262524,1267578,1272412,1276821,1280586,1283801,1286677,1289312,1291704,1293685,1295202,1296142,1296396,1295937,1294870,1293504,1292334,1291722,1291716,1292456,1293760,1295200,1296385,1296980,1296888,1296216,1295202,1294174,1293485,1293356,1294008,1295401,1297261,1299373,1301364,1302953,1304007,1304484,1304511,1304101,1302993,1300795,1297238,1292293,1286344,1279941,1273553,1267765,1262993,1259285,1256313,1253802,1251481,1249129,1246543,1243637,1240662,1238076,1236625,1236704,1238251,1240851,1243717,1245943,1247004,1247112,1246726,1246346,1246366,1246816,1247595,1247410,1246714,1245766,1245137,1245385,1246796,1249180,1252084,1254992,1257167,1258098,1257925,1256769,1254607,1251628,1248093,1244087,1239786,1235341,1230958,1226816,1223161,1220257,1218053,1216474,1215394,1214537,1213579,1212507,1211325,1210082,1208949,1208164,1207944,1208361,1209388,1210867,1212578,1214468,1216631,1219301,1222678,1226902,1231750,1236717,1241188,1244799,1247454,1249403,1251141,1253095,1255531,1258394,1261457,1264414,1267098,1269557,1271727,1273479
Arkansas,Labor Force,1237296,1237403,1236539,1235105,1233855,1233600,1234777,1237248,1240326,1243213,1245387,1246690,1247309,1247505,1247691,1248095,1248727,1249529,1250301,1250723,1250418,1249330,1247767,1246266,1245143,1244566,1244510,1244738,1244825,1244378,1243335,1241986,1240661,1239583,1238726,1238140,1237846,1237840,1237936,1238119,1238549,1239301,1240387,1241833,1243649,1245566,1247251,1248483,1249216,1249742,1250421,1251409,1252614,1253922,1255327,1256797,1258315,1259966,1261730,1263280,1264430,1264863,1264478,1263376,1261727,1259745,1257563,1255378,1253488,1252107,1251335,1251139,1251247,1251490,1251827,1252164,1252552,1252957,1253399,1253783,1254024,1254322,1255035,1256591,1259153,1262449,1265869,1269070,1271765,1273821,1275178,1275970,1276339,1276188,1275452,1274089,1272282,1270331,1268564,1267185,1266465,1266785,1268175,1270427,1273210,1276256,1279281,1282049,1284442,1286585,1288850,1291402,1294249,1297280,1300557,1304058,1307757,1311588,1315508,1319603,1323876,1328332,1332879,1337547,1342338,1346971,1351087,1354476,1357153,1359220,1360917,1362348,1363664,1364807,1365568,1365755,1365254,1364309,1363397,1362915,1363027,1363841,1365161,1366552,1367670,1368304,1368425,1368193,1367848,1367548,1367448,1367641,1368117,1368755,1369365,1370005,1370673,1371352,1372107,1373009,1374125,1375401,1376471,1376951,1376688,1375704,1374260,1372641,1370965,1369471,1368192,1366850,1365170,1363147,1360909,1358547,1356072,1353505,1351029,1348939,1347749,1347711,1348866,1351026,1353543,1355652,1356886,1357445,1357769,1358223,1359100,1360297,1362169,1362302,1361604,1360353,1359223,1358821,1359465,1360957,1362722,1364271,1364933,1364278,1362553,1360023,1356820,1353174,1349301,1345137,1340632,1335828,1330960,1326210,1321893,1318364,1315661,1313722,1312369,1311255,1309976,1308433,1306603,1304424,1302038,1299786,1297924,1296531,1295611,1295101,1294952,1295225,1296025,1297561,1299995,1303409,1307500,1311703,1315491,1318657,1321112,1322981,1324512,1325923,1327394,1328930,1330447,1331901,1333300,1334668,1335905,1336983
California,Unemployment,1182974,1180552,1186546,1196589,1206103,1211856,1212805,1209801,1204520,1199400,1194228,1188683,1182444,1175537,1166644,1154437,1138300,1120080,1102607,1089336,1081600,1078902,1077965,1074353,1065786,1052323,1035141,1018697,1005683,995860,988259,982166,976115,970969,967026,964192,962125,960335,958833,957418,957295,959380,962876,964821,963723,957223,945503,930929,914675,899076,885412,874049,864790,857237,851383,846226,841367,837461,834691,833612,835372,839098,843923,848804,851104,849587,843586,833983,822805,812568,806874,807830,814863,826652,841525,858373,878257,902586,932133,966955,1004672,1041539,1074251,1100801,1120649,1134271,1143119,1148142,1150380,1150128,1149261,1149846,1153570,1160060,1167324,1172683,1176600,1179780,1183017,1186970,1191540,1195336,1194960,1188802,1176633,1161812,1148092,1137123,1129042,1122640,1116898,1109119,1097698,1082856,1066954,1052151,1039730,1030058,1021001,1011872,1001004,987625,971858,955661,941228,930763,925500,923241,920804,914560,904251,891665,879115,869349,864171,863398,864082,863889,861686,859112,858795,860886,865817,872977,882215,893290,904983,917391,931818,948561,967751,989244,1011370,1033613,1055158,1076301,1099598,1127184,1161550,1203889,1253225,1306863,1362080,1418247,1478789,1547822,1626105,1710980,1796601,1876756,1945152,1998313,2037818,2068415,2093935,2116182,2135952,2153864,2171604,2190024,2206403,2218016,2224322,2226120,2223857,2220658,2220288,2224272,2229401,2230714,2224468,2209905,2191562,2173226,2157945,2148541,2145740,2145478,2142051,2131909,2113914,2089794,2062414,2035169,2011124,1991534,1976473,1962366,1945661,1923852,1896963,1868048,1841521,1818498,1798489,1778835,1757842,1735331,1712107,1690203,1671676,1656331,1641834,1623503,1599953,1574833,1551503,1531399,1513098,1494019,1473568,1451504,1427821,1404709,1384555,1368175,1353576,1337207,1317562,1297158,1277738,1259982,1242448,1223715,1203241,1181662,1161495,1145558,1134763,1128244,1124274,1124105
California,Employment,14041525,14036992,14027507,14017491,14012879,14017533,14031221,14049271,14066462,14079158,14087247,14093701,14103977,14121695,14148605,14184394,14227167,14274558,14324476,14374085,14418581,14455377,14486658,14517678,14552066,14591729,14637281,14686408,14734275,14778052,14818087,14855915,14893300,14930230,14964936,14997745,15029034,15059415,15088148,15116221,15144361,15171899,15198330,15225210,15253429,15282834,15311367,15337394,15361592,15386624,15415385,15448621,15485031,15523346,15560951,15597663,15636160,15678969,15728474,15782317,15835908,15884202,15924389,15956541,15983397,16007744,16033830,16066153,16105236,16149928,16195162,16233861,16260397,16271867,16268508,16253356,16232500,16210684,16191005,16171212,16150717,16131123,16113484,16101337,16096293,16096918,16100121,16105630,16112536,16119993,16125771,16128306,16126840,16119759,16110172,16101168,16095807,16095424,16097670,16097088,16090842,16082531,16077422,16079941,16092719,16114908,16142077,16168410,16189295,16204621,16219292,16237085,16259659,16286442,16315293,16343285,16367246,16385941,16401515,16418263,16439418,16465728,16496882,16532483,16570179,16604314,16629998,16646101,16654448,16659074,16663192,16668652,16678345,16692767,16709821,16727112,16744724,16763184,16784652,16809465,16836006,16863434,16888929,16908652,16919913,16924066,16924161,16923640,16923972,16925738,16928751,16932459,16937003,16941177,16944750,16948344,16949786,16947111,16938974,16925829,16909310,16890998,16869946,16843619,16807462,16757144,16690415,16608946,16519067,16429442,16348527,16279164,16218134,16162381,16109437,16059591,16016763,15984660,15968221,15970426,15990075,16020752,16054668,16085283,16108007,16118626,16117151,16108665,16098748,16093821,16096865,16106822,16126436,16142486,16156123,16167337,16180189,16199980,16230013,16268316,16310009,16350024,16383739,16409743,16430615,16450971,16473257,16498751,16529525,16566650,16610079,16657927,16707541,16754826,16797167,16834376,16866520,16895234,16923441,16953093,16980758,17003662,17021820,17037602,17055056,17078146,17109151,17146600,17187902,17229446,17267926,17302620,17336930,17374828,17415717,17458558,17501082,17540827,17575997,17607132,17634943,17661021,17687920,17715798,17743799,17770282,17794436,17815854,17834634,17851470,17865986,17877625
California,Labor Force,15224499,15217544,15214053,15214080,15218982,15229389,15244026,15259072,15270982,15278558,15281475,15282384,15286421,15297232,15315249,15338831,15365467,15394638,15427083,15463421,15500181,15534279,15564623,15592031,15617852,15644052,15672422,15705105,15739958,15773912,15806346,15838081,15869415,15901199,15931962,15961937,15991159,16019750,16046981,16073639,16101656,16131279,16161206,16190031,16217152,16240057,16256870,16268323,16276267,16285700,16300797,16322670,16349821,16380583,16412334,16443889,16477527,16516430,16563165,16615929,16671280,16723300,16768312,16805345,16834501,16857331,16877416,16900136,16928041,16962496,17002036,17041691,17075260,17098519,17110033,17111729,17110757,17113270,17123138,17138167,17155389,17172662,17187735,17202138,17216942,17231189,17243240,17253772,17262916,17270121,17275032,17278152,17280410,17279819,17277496,17273851,17272407,17275204,17280687,17284058,17282382,17277867,17272382,17268743,17269352,17276720,17290169,17305533,17318337,17327261,17336190,17346204,17357357,17369298,17382247,17395436,17406976,17415999,17422516,17430135,17440422,17453353,17468740,17488144,17511407,17535077,17555498,17569342,17575252,17573634,17567443,17560317,17557460,17562116,17573992,17590510,17608806,17627073,17646338,17668577,17694801,17724320,17754746,17781629,17802128,17817356,17829144,17841031,17855790,17874299,17896502,17921703,17948373,17974790,17999908,18024645,18049384,18074295,18100524,18129718,18162535,18197861,18232026,18261866,18286251,18304966,18316520,18319926,18315668,18306198,18293679,18277477,18255952,18230796,18203372,18175773,18152715,18138524,18139825,18160450,18196478,18238768,18278990,18311403,18331864,18339284,18337439,18332937,18328149,18324535,18321333,18316727,18317998,18315712,18314068,18315878,18325929,18345458,18372064,18400225,18423923,18439818,18446153,18444912,18441739,18442505,18449730,18461117,18475186,18490502,18507042,18525975,18549062,18573324,18595656,18613211,18624362,18630565,18635548,18643296,18652434,18659993,18663654,18661105,18655009,18652979,18660654,18677999,18701000,18723465,18741494,18754124,18764751,18779537,18800272,18826733,18854658,18878034,18893559,18904290,18912681,18921003,18930368,18939513,18947040,18951944,18955931,18961412,18969397,18979714,18990260,19001730
Colorado,Unemployment,77804,78782,80453,82493,84539,86270,87502,88300,88819,89259,89656,90026,90602,91538,92685,93756,94423,94458,93727,92334,90467,88460,86497,84565,82537,80362,78213,76332,74822,73742,73194,73223,73795,74936,76555,78542,80630,82549,84049,85031,85622,85904,85813,85222,84021,82075,79542,76815,74393,72725,71931,71851,72156,72484,72602,72300,71540,70426,69062,67587,66177,64988,64245,64065,64322,64814,65270,65407,65186,64733,64364,64510,65444,67312,70138,73842,78389,83841,90248,97656,105741,113855,121349,127520,131945,134594,135732,135930,135816,135725,135797,136106,136723,137763,139255,141157,143439,145875,148193,150028,151137,151516,151225,150445,149407,148402,147505,146619,145581,144208,142507,140608,138766,137222,136231,135679,135274,134823,134279,133756,133248,132695,131929,130831,129336,127535,125746,124258,123096,121874,120334,118461,116487,114772,113612,113065,112842,112548,111707,110126,108003,105602,103065,100464,97953,95808,94294,93729,94317,96054,98673,101782,104859,107602,109918,111829,113483,115159,117219,119879,123275,127356,131837,136578,141780,147731,154740,162907,172024,181533,190630,198568,204871,209318,212215,214220,216021,218367,221758,225958,230292,233910,236330,237509,237728,237699,238156,239156,240212,240577,239449,236994,237553,233888,230219,227179,225166,224180,223919,224142,224619,225027,225083,224531,223456,222381,221417,220412,219209,217677,215707,213372,210889,208325,205626,202690,199622,196591,193816,191387,189285,187257,184900,181793,177908,173589,169529,165987,162610,158896,154652,149786,144382,138843,133735,129470,126013,123181,120686,118448,116623,115153,113812,112435,110907,109107,107033,104849,102815,101030,99497,98458
Colorado,Employment,2021962,2025482,2028000,2030252,2033002,2036798,2041790,2047419,2052775,2056981,2059683,2061186,2062244,2063178,2063871,2064062,2063603,2062612,2061629,2061485,2062765,2065821,2070765,2077445,2085521,2094788,2105209,2116477,2127936,2139059,2149478,2158888,2167275,2174798,2181673,2188373,2195011,2201549,2207802,2213867,2219940,2225992,2231830,2237509,2243084,2248557,2253788,2258642,2263001,2266690,2269517,2271319,2272060,2272131,2272040,2272338,2273521,2275897,2279550,2283796,2287880,2291113,2293104,2293785,2293523,2292835,2292511,2293453,2295912,2299506,2303234,2305992,2307102,2306573,2304979,2303045,2301567,2300881,2300979,2301101,2300778,2300081,2299152,2298535,2298625,2299494,2301063,2303494,2306524,2309657,2312269,2314047,2314970,2314989,2314787,2315138,2316619,2319464,2323263,2327214,2330765,2334101,2337469,2341046,2345065,2349622,2354611,2359827,2365133,2370532,2376245,2382394,2388750,2394825,2400064,2404132,2406896,2408690,2410051,2411563,2413651,2416420,2419795,2423512,2427449,2431470,2435554,2439978,2445098,2451279,2458618,2466802,2475334,2483599,2491156,2497803,2503824,2509534,2515573,2522082,2528654,2534731,2539709,2543337,2545957,2548394,2551348,2555324,2560285,2565758,2571114,2575960,2580349,2584255,2587666,2590538,2592558,2593590,2593636,2592740,2591104,2589157,2587075,2584853,2582101,2578322,2573090,2566361,2558474,2550057,2541895,2534351,2527163,2520084,2512807,2505203,2497664,2490744,2485204,2481403,2479241,2478121,2477465,2476977,2476433,2475417,2473874,2472229,2470761,2470001,2470460,2472330,2476333,2480294,2484184,2487623,2490962,2494885,2499936,2505901,2512044,2517400,2521030,2522717,2522980,2522755,2522825,2523680,2525805,2529309,2534042,2539646,2545735,2551714,2557147,2561912,2566065,2569980,2574065,2578536,2582834,2586553,2589667,2592566,2596062,2601026,2608025,2616909,2627037,2637496,2647392,2656211,2664130,2671554,2678363,2684532,2689926,2694483,2698151,2701080,2703395,2705195,2706685,2707974,2709188,2710535,2712757,2716115,2720321,2724977,2729586,2733831
Colorado,Labor Force,2099766,2104264,2108453,2112745,2117541,2123068,2129292,2135719,2141594,2146240,2149339,2151212,2152846,2154716,2156556,2157818,2158026,2157070,2155356,2153819,2153232,2154281,2157262,2162010,2168058,2175150,2183422,2192809,2202758,2212801,2222672,2232111,2241070,2249734,2258228,2266915,2275641,2284098,2291851,2298898,2305562,2311896,2317643,2322731,2327105,2330632,2333330,2335457,2337394,2339415,2341448,2343170,2344216,2344615,2344642,2344638,2345061,2346323,2348612,2351383,2354057,2356101,2357349,2357850,2357845,2357649,2357781,2358860,2361098,2364239,2367598,2370502,2372546,2373885,2375117,2376887,2379956,2384722,2391227,2398757,2406519,2413936,2420501,2426055,2430570,2434088,2436795,2439424,2442340,2445382,2448066,2450153,2451693,2452752,2454042,2456295,2460058,2465339,2471456,2477242,2481902,2485617,2488694,2491491,2494472,2498024,2502116,2506446,2510714,2514740,2518752,2523002,2527516,2532047,2536295,2539811,2542170,2543513,2544330,2545319,2546899,2549115,2551724,2554343,2556785,2559005,2561300,2564236,2568194,2573153,2578952,2585263,2591821,2598371,2604768,2610868,2616666,2622082,2627280,2632208,2636657,2640333,2642774,2643801,2643910,2644202,2645642,2649053,2654602,2661812,2669787,2677742,2685208,2691857,2697584,2702367,2706041,2708749,2710855,2712619,2714379,2716513,2718912,2721431,2723881,2726053,2727830,2729268,2730498,2731590,2732525,2732919,2732034,2729402,2725022,2719423,2713685,2709111,2706962,2707361,2709533,2712031,2713795,2714486,2714161,2713116,2712030,2711385,2710973,2710578,2709909,2709324,2713886,2714182,2714403,2714802,2716128,2719065,2723855,2730043,2736663,2742427,2746113,2747248,2746436,2745136,2744242,2744092,2745014,2746986,2749749,2753018,2756624,2760039,2762773,2764602,2765687,2766571,2767881,2769923,2772119,2773810,2774567,2774359,2773970,2774615,2777554,2782896,2789647,2796392,2802044,2805997,2808512,2810397,2812098,2814002,2815939,2817664,2818837,2819528,2820018,2820348,2820497,2820409,2820095,2819642,2819790,2820964,2823136,2826007,2829083,2832289
Connecticut,Unemployment,97648,97428,97291,97143,96879,96335,95399,94241,93082,92156,91595,91508,91836,92370,92837,93115,93326,93761,94693,96188,98021,99816,101069,101417,100802,99450,97611,95507,93168,90505,87459,84058,80470,77006,73861,71075,68577,66272,64110,62159,60544,59319,58412,57598,56684,55457,54048,52813,52019,51716,51579,51166,50323,49363,48748,48764,49386,50289,50894,50648,49409,47421,45295,43511,42116,40942,39835,38917,38440,38725,40035,42332,45245,48269,50991,53247,55091,56523,57527,58076,58237,58215,58320,58971,60406,62629,65466,68674,72093,75595,79139,82651,86049,89198,91930,94020,95476,96446,97073,97471,97696,97782,97694,97379,96801,95965,94919,93783,92684,91681,90833,90040,89172,88143,86989,85894,85085,84737,84939,85711,86884,88171,89225,89827,89916,89568,88933,88096,87083,85896,84521,82946,81250,79671,78493,77930,77961,78418,79020,79534,79813,79780,79543,79278,79137,79203,79422,79750,80234,81014,82218,83866,85841,88036,90145,91905,93306,94534,95991,98053,100833,104188,107860,111596,115264,118862,122655,126916,131630,136617,141502,145937,149777,152996,155708,158169,160653,163202,165724,168027,169933,171264,172034,172376,172514,172741,173238,174022,174974,175955,176762,177173,177061,176463,175311,173648,171631,169422,167160,164936,162791,160801,159028,157590,156622,156322,156812,157876,159084,159995,160237,159628,158266,156375,154242,152156,150311,148765,147480,146396,145427,144351,143031,141428,139573,137681,135907,134273,132683,131010,129171,127135,124988,123017,121434,120288,119523,118896,118233,117404,116158,114350,111942,109118,106178,103468,101540,100634,100516,100836,101394,102080
Connecticut,Employment,1649368,1646935,1643588,1639759,1636141,1633408,1631996,1631765,1632192,1632750,1633206,1633733,1634682,1636150,1638074,1640207,1642364,1644520,1646715,1648953,1651037,1652706,1653944,1654978,1656164,1657851,1660189,1662990,1665789,1668061,1669594,1670367,1670572,1670463,1670229,1670136,1670417,1671319,1672905,1675059,1677551,1680156,1682684,1685171,1687678,1690204,1692646,1694822,1696533,1697720,1698599,1699523,1700671,1702076,1703669,1705421,1707397,1709751,1712614,1715831,1719027,1721712,1723500,1724290,1724319,1723859,1723220,1722665,1722205,1721666,1720725,1719148,1716889,1714098,1711050,1708099,1705606,1703736,1702431,1701372,1700426,1699605,1698984,1698756,1699039,1699718,1700513,1701266,1701766,1701899,1701534,1700700,1699530,1698123,1696649,1695169,1693727,1692329,1690888,1689196,1687322,1685687,1684646,1684312,1684503,1684914,1685178,1685045,1684458,1683671,1683136,1683148,1683692,1684545,1685524,1686448,1687192,1687809,1688574,1689806,1691688,1694201,1697178,1700432,1703760,1706908,1709728,1712422,1715355,1718742,1722628,1726867,1731235,1735393,1739098,1742226,1744861,1747190,1749540,1752072,1754754,1757537,1760235,1762657,1764781,1766681,1768393,1769996,1771536,1772960,1774165,1775148,1776037,1776918,1777831,1778729,1779468,1779902,1779880,1779318,1778271,1776890,1775241,1773294,1770928,1768084,1764617,1760481,1755854,1751172,1746932,1743334,1740292,1737676,1735334,1733049,1730679,1728176,1725844,1724198,1723572,1724091,1725771,1728400,1731502,1734463,1736801,1738380,1739343,1739945,1740456,1740957,1742809,1742939,1742716,1742291,1742042,1742332,1743336,1744861,1746505,1747911,1748711,1748644,1747623,1745528,1742205,1737814,1732906,1728164,1724227,1721402,1719516,1718108,1716860,1715701,1714784,1714559,1715424,1717416,1720035,1722709,1725011,1726886,1728674,1730765,1733472,1736943,1741079,1745504,1749850,1753943,1757834,1761603,1765203,1768686,1772112,1775543,1778821,1781711,1784053,1785731,1786668,1786806,1786246,1785273,1784280,1783538,1783108,1782952,1782951,1783119
Connecticut,Labor Force,1747016,1744363,1740879,1736902,1733020,1729743,1727395,1726006,1725274,1724906,1724801,1725241,1726518,1728520,1730911,1733322,1735690,1738281,1741408,1745141,1749058,1752522,1755013,1756395,1756966,1757301,1757800,1758497,1758957,1758566,1757053,1754425,1751042,1747469,1744090,1741211,1738994,1737591,1737015,1737218,1738095,1739475,1741096,1742769,1744362,1745661,1746694,1747635,1748552,1749436,1750178,1750689,1750994,1751439,1752417,1754185,1756783,1760040,1763508,1766479,1768436,1769133,1768795,1767801,1766435,1764801,1763055,1761582,1760645,1760391,1760760,1761480,1762134,1762367,1762041,1761346,1760697,1760259,1759958,1759448,1758663,1757820,1757304,1757727,1759445,1762347,1765979,1769940,1773859,1777494,1780673,1783351,1785579,1787321,1788579,1789189,1789203,1788775,1787961,1786667,1785018,1783469,1782340,1781691,1781304,1780879,1780097,1778828,1777142,1775352,1773969,1773188,1772864,1772688,1772513,1772342,1772277,1772546,1773513,1775517,1778572,1782372,1786403,1790259,1793676,1796476,1798661,1800518,1802438,1804638,1807149,1809813,1812485,1815064,1817591,1820156,1822822,1825608,1828560,1831606,1834567,1837317,1839778,1841935,1843918,1845884,1847815,1849746,1851770,1853974,1856383,1859014,1861878,1864954,1867976,1870634,1872774,1874436,1875871,1877371,1879104,1881078,1883101,1884890,1886192,1886946,1887272,1887397,1887484,1887789,1888434,1889271,1890069,1890672,1891042,1891218,1891332,1891378,1891568,1892225,1893505,1895355,1897805,1900776,1904016,1907204,1910039,1912402,1914317,1915900,1917218,1918130,1919870,1919402,1918027,1915939,1913673,1911754,1910496,1909797,1909296,1908712,1907739,1906234,1904245,1901850,1899017,1895690,1891990,1888159,1884464,1881030,1877782,1874483,1871102,1867857,1865095,1863324,1862904,1863812,1865462,1867060,1868042,1868314,1868247,1868446,1869379,1871216,1873762,1876514,1879021,1881078,1882822,1884620,1886637,1888974,1891635,1894439,1897054,1899115,1900211,1900081,1898610,1895924,1892424,1888741,1885820,1884172,1883624,1883788,1884345,1885199
Delaware,Unemployment,15391,15419,15605,15883,16173,16423,16620,16834,17144,17609,18200,18801,19266,19492,19506,19422,19392,19537,19873,20293,20597,20606,20212,19460,18510,17557,16738,16118,15678,15330,14990,14633,14305,14091,14053,14193,14450,14757,15045,15242,15319,15283,15136,14864,14477,14019,13578,13251,13086,13083,13190,13341,13468,13548,13613,13704,13836,13988,14127,14243,14359,14507,14719,15002,15314,15587,15784,15935,16091,16262,16397,16396,16182,15747,15156,14534,14035,13765,13746,13939,14278,14710,15209,15752,16304,16802,17171,17347,17314,17111,16816,16513,16293,16251,16427,16773,17198,17604,17932,18149,18245,18227,18119,17934,17659,17286,16870,16508,16274,16188,16226,16360,16563,16793,16996,17149,17242,17259,17186,17048,16924,16903,17029,17286,17628,17997,18341,18600,18723,18674,18433,18016,17468,16870,16344,15984,15808,15754,15726,15633,15452,15216,15011,14901,14909,15014,15129,15158,15076,14944,14868,14957,15250,15698,16200,16677,17106,17512,17992,18653,19555,20699,22034,23498,25056,26715,28467,30278,32075,33737,35120,36119,36721,36997,37092,37132,37196,37315,37462,37575,37586,37475,37275,37037,36801,36592,36407,36231,36042,35802,35492,35107,34708,34257,33842,33511,33290,33156,33056,32924,32715,32432,32129,31872,31708,31654,31703,31819,31958,32080,32171,32236,32288,32321,32320,32258,32119,31881,31525,31052,30485,29865,29248,28681,28204,27835,27559,27349,27177,27024,26886,26762,26632,26458,26189,25793,25272,24661,24033,23475,23055,22800,22689,22678,22724,22794,22863,22915,22948,22967,22972,22972
Delaware,Employment,370016,370264,370295,370149,369924,369698,369479,369190,368750,368130,367419,366800,366467,366510,366853,367329,367787,368151,368447,368754,369124,369550,369980,370335,370560,370663,370725,370838,371041,371348,371771,372313,372972,373734,374568,375447,376337,377204,378021,378799,379557,380281,380941,381527,382038,382472,382815,383058,383200,383270,383335,383458,383702,384120,384713,385442,386275,387202,388241,389403,390693,392099,393575,395054,396472,397772,398950,400064,401176,402346,403578,404813,405947,406861,407475,407777,407826,407726,407567,407361,407084,406685,406116,405381,404500,403518,402503,401548,400708,399987,399363,398816,398292,397711,397051,396362,395769,395403,395327,395524,395945,396538,397231,397972,398765,399647,400597,401522,402322,402936,403359,403612,403732,403769,403761,403731,403699,403731,403969,404571,405601,407018,408717,410563,412422,414198,415851,417388,418814,420118,421260,422205,422962,423562,424032,424399,424709,425016,425380,425835,426363,426908,427372,427662,427743,427661,427514,427423,427471,427674,427998,428385,428794,429196,429570,429871,430013,429908,429505,428787,427782,426554,425160,423618,421912,420000,417854,415509,413061,410619,408275,406063,403948,401874,399807,397781,395891,394259,393037,392342,392236,392705,393661,394957,396411,397819,399031,400015,400851,401705,402717,403927,405228,406583,407732,408596,409221,409750,410341,411073,411918,412784,413547,414125,414499,414672,414647,414450,414139,413787,413453,413155,412885,412597,412246,411815,411319,410830,410471,410366,410582,411134,411972,413009,414142,415274,416364,417435,418588,419927,421500,423271,425150,427024,428790,430413,431913,433365,434831,436317,437774,439149,440421,441593,442701,443793,444929,446131,447370,448585,449701,450625
